COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Vivendi,Peer group,Violent genre
.HACK: INFECTION,1,0,0,1,.HACK,,BANDAI ,CYBERCONNECT2,RPG,RPG,01-Feb-03,2003,2,T,NO,No,No,Non violent
.HACK: MUTATION,1,0,0,1,.HACK,,BANDAI ,CYBERCONNECT2,RPG,RPG,01-May-03,2003,5,T,NO,No,No,Non violent
.HACK: OUTBREAK,1,0,0,1,.HACK,,BANDAI ,CYBERCONNECT2,RPG,RPG,01-Sep-03,2003,9,T,NO,No,No,Non violent
.HACK: QUARANTINE,1,0,0,1,.HACK,,BANDAI ,CYBERCONNECT2,RPG,RPG,01-Jan-04,2004,1,T,NO,No,No,Non violent
1080 AVALANCHE,1,1,0,0,1080 SNOWBOARDING,,NINTENDO OF AMERICA,NINTENDO SOFTWARE TECHNOLOGY,SPORTS,EXTREME SPORTS,01-Dec-03,2003,12,E,NO,No,No,Non violent
18 WHEELER PRO TRUCKER,2,1,0,1,,,ACCLAIM  ,ACCLAIM STUDIOS,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,2,E,NO,No,No,Non violent
2002 FIFA WORLD CUP,3,1,1,1,FIFA,WCS (WORLD CUP SOCCER),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,SOCCER,01-Apr-02,2002,4,E,NO,No,Yes,Non violent
4X4 EVO 2,2,1,1,0,4X4 EVO,,TAKE 2 INTERACTIVE ,TERMINAL REALITY,RACING,ACTION ORIENTED RACING,01-Oct-01,2001,9,E,NO,No,No,Non violent
4X4 EVOLUTION,1,0,0,1,4X4 EVO,,TAKE 2 INTERACTIVE ,TERMINAL REALITY,RACING,ACTION ORIENTED RACING,01-Mar-01,2001,3,E,NO,No,No,Non violent
ACE COMBAT 4,1,0,0,1,ACE COMBAT,,NAMCO,NAMCO,FLIGHT,AIR COMBAT SIMULATIONS,01-Oct-01,2001,10,E,NO,No,No,Non violent
ACE COMBAT 5: THE UNSUNG WAR,2,0,0,2,ACE COMBAT,,NAMCO,NAMCO,FLIGHT,AIR COMBAT SIMULATIONS,01-Oct-04,2004,10,T,NO,No,No,Non violent
ACTIVISION ANTHOLOGY,1,0,0,1,,,ACTIVISION,CONTRABAND ENTERTAINMENT,ARCADE,CLASSIC ARCADE,01-Nov-02,2002,11,E,NO,No,No,Non violent
ADV OF COOKIE & CREAM,1,0,0,1,,,AGETEC,FROMSOFTWARE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Apr-01,2001,4,E,NO,No,No,Violent
AERO ELITE: COMBAT,1,0,0,1,,,SEGA OF AMERICA,AM2,FLIGHT,AIR COMBAT SIMULATIONS,01-Mar-03,2003,3,E,NO,No,No,Non violent
AGASSI TENNIS,1,0,0,1,,PRO TENNIS,DREAMCATCHER INTERACTIVE,DREAMCATCHER,SPORTS,TENNIS,01-Aug-03,2003,8,E,NO,No,No,Non violent
AGGRESSIVE INLINE,3,1,1,1,,,ACCLAIM  ,Z-AXIS,SPORTS,EXTREME SPORTS,01-May-02,2002,5,T,NO,No,No,Non violent
AIRBLADE,1,0,0,1,,,NAMCO,CRITERION STUDIOS,SPORTS,EXTREME SPORTS,01-Jan-02,2002,1,T,NO,No,No,Non violent
AIRFORCE DELTA STORM,1,0,1,0,AIR FORCE DELTA,,KONAMI DIGITAL ENT.,KCE STUDIOS,FLIGHT,AIR COMBAT SIMULATIONS,01-Nov-01,2001,11,E,NO,No,No,Non violent
AIRFORCE DELTA STRIKE,1,0,0,1,AIR FORCE DELTA,,KONAMI DIGITAL ENT.,KONAMI,FLIGHT,AIR COMBAT SIMULATIONS,01-Feb-04,2004,2,T,NO,No,No,Non violent
ALIAS,2,0,1,1,,OTHER,ACCLAIM  ,ACCLAIM STUDIOS,ACTION,GENERAL ACTION,01-Apr-04,2004,4,T,NO,No,No,Violent
ALIEN HOMINID,2,1,0,1,,,3,THE BEHEMOTH,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,T,NO,No,No,Violent
ALIENS VS PREDATOR,2,0,1,1,ALIENS VS PREDATOR,ALIENS,ELECTRONIC ARTS,ZONO,STRATEGY,REAL-TIME STRATEGY,01-Jul-03,2003,7,T,NO,No,Yes,Non violent
ALL STAR BASEBALL 2002,2,1,0,1,ALL STAR BASEBALL,MAJOR LEAGUE BASEBALL (MLB),ACCLAIM  ,ACCLAIM STUDIOS,SPORTS,BASEBALL,01-Mar-01,2001,3,E,NO,No,No,Non violent
ALL STAR BASEBALL 2003,3,1,1,1,ALL STAR BASEBALL,MAJOR LEAGUE BASEBALL (MLB),ACCLAIM  ,ACCLAIM STUDIOS,SPORTS,BASEBALL,01-Feb-02,2002,2,E,NO,No,No,Non violent
ALL STAR BASEBALL 2004,3,1,1,1,ALL STAR BASEBALL,MAJOR LEAGUE BASEBALL (MLB),ACCLAIM  ,ACCLAIM STUDIOS,SPORTS,BASEBALL,01-Feb-03,2003,2,E,NO,No,No,Non violent
ALL STAR BASEBALL 2005,2,0,1,1,ALL STAR BASEBALL,MAJOR LEAGUE BASEBALL (MLB),ACCLAIM  ,ACCLAIM STUDIOS,SPORTS,BASEBALL,01-Mar-04,2004,3,E,YES,No,No,Non violent
ALTER ECHO,2,0,1,1,,,THQ ,OUTRAGE GAMES,ACTION,GENERAL ACTION,01-Aug-03,2003,8,T,NO,No,Yes,Violent
AMAZING ISLAND,1,1,0,0,,,SEGA OF AMERICA,HITMAKER,STRATEGY,LIFE SIMULATIONS,01-Aug-04,2004,8,E,NO,No,No,Non violent
AMERICAN CHOPPER,2,0,1,1,,OTHER,ACTIVISION,CREAT STUDIO,RACING,ACTION ORIENTED RACING,01-Nov-04,2004,11,T,NO,No,No,Non violent
AMERICAN IDOL,1,0,0,1,,AMERICAN IDOL,CODEMASTERS,HOTHOUSE CREATIONS,FAMILY ,MUSIC/DANCE GAMES,01-Nov-03,2003,11,E,NO,No,No,Non violent
AMF BOWLING 2004,1,0,1,0,,,BETHESDA SOFTWORKS,BLACK MARKET GAMES,SPORTS,BOWLING,01-Dec-03,2003,12,E,NO,No,No,Non violent
AMPED 2,1,0,1,0,AMPED,,MICROSOFT ,MICROSOFT,SPORTS,EXTREME SPORTS,01-Oct-03,2003,10,E,YES,No,No,Non violent
AMPED: SNOWBOARDING,1,0,1,0,AMPED,,MICROSOFT ,MICROSOFT,SPORTS,EXTREME SPORTS,01-Nov-01,2001,11,E,NO,No,No,Non violent
AMPLITUDE,1,0,0,1,,,SONY ,HARMONIX MUSIC SYSTEMS,FAMILY ,MUSIC/DANCE GAMES,01-Mar-03,2003,3,T,YES,No,Yes,Non violent
ANIMAL CROSSING,1,1,0,0,,,NINTENDO OF AMERICA,NINTENDO COMPANY,STRATEGY,LIFE SIMULATIONS,01-Sep-02,2002,9,E,NO,No,No,Non violent
ANTZ EXTREME RACING,2,0,1,1,ANTZ,OTHER,EMPIRE INTERACTIVE,SUPERSONIC SOFTWARE,RACING,ACTION ORIENTED RACING,01-Sep-02,2002,9,E,NO,No,No,Non violent
APE ESCAPE 2,1,0,0,1,APE ESCAPE,,UBISOFT,SONY COMPUTER ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jun-03,2003,6,E,NO,No,Yes,Violent
APE ESCAPE: PUMPED,1,0,0,1,APE ESCAPE,,UBISOFT,SONY COMPUTER ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-04,2004,10,T,NO,No,Yes,Violent
APEX,1,0,1,0,,,ATARI,MILESTONE,RACING,ACTION ORIENTED RACING,01-Feb-03,2003,2,E,NO,No,No,Non violent
AQUA AQUA,1,0,0,1,,,THE 3DO COMPANY,ZED TWO GAME DESIGN STUDIO,FAMILY ,PUZZLE GAMES,01-Jan-01,2001,1,E,NO,No,No,Non violent
AQUAMAN: ATLANTIS,2,1,1,0,AQUAMAN,DC COMICS SUPER HEROES,TAKE 2 INTERACTIVE ,LUCKY CHICKEN GAMES,ACTION,GENERAL ACTION,01-Jul-03,2003,7,T,NO,No,No,Violent
ARC THE LAD: TWILIGHT,1,0,0,1,ARC THE LAD,,SONY ,ARC ENTERTAINMENT,RPG,RPG,01-Jun-03,2003,6,T,NO,No,Yes,Non violent
ARCTIC THUNDER,2,0,1,1,,,MIDWAY,INLAND PRODUCTIONS,RACING,COMBAT ORIENTED RACING,01-Sep-01,2001,9,T,NO,No,No,Non violent
ARMED AND DANGEROUS,1,0,1,0,,,LUCASARTS,PLANET MOON STUDIOS,SHOOTER,SQUAD BASED COMBAT,01-Dec-03,2003,12,T,NO,No,Yes,Violent
ARMORED CORE 2,1,0,0,1,ARMORED CORE,,AGETEC,FROMSOFTWARE,SHOOTER,MECHANIZED SHOOTER,01-Oct-00,2000,10,T,NO,No,No,Violent
ARMORED CORE 3,1,0,0,1,ARMORED CORE,,AGETEC,FROMSOFTWARE,SHOOTER,MECHANIZED SHOOTER,01-Sep-02,2002,9,T,NO,No,No,Violent
ARMORED CORE: NEXUS,1,0,0,1,ARMORED CORE,,AGETEC,FROMSOFTWARE,SHOOTER,MECHANIZED SHOOTER,01-Sep-04,2004,9,T,NO,No,No,Violent
ARMORED CORE2:ANOTHER,1,0,0,1,ARMORED CORE,,AGETEC,FROMSOFTWARE,SHOOTER,MECHANIZED SHOOTER,01-Aug-01,2001,8,T,NO,No,No,Violent
ARMY MEN AIR ATTACK 2,1,0,0,1,ARMY MEN,,THE 3DO COMPANY,THE 3DO COMPANY,ACTION,GENERAL ACTION,01-Mar-01,2001,3,T,NO,No,No,Violent
ARMY MEN GREEN ROGUE,1,0,0,1,ARMY MEN,,THE 3DO COMPANY,THE 3DO COMPANY,ACTION,GENERAL ACTION,01-Mar-01,2001,3,T,NO,No,No,Violent
ARMY MEN SARGES HERO 2,1,0,0,1,ARMY MEN,,THE 3DO COMPANY,THE 3DO COMPANY,ACTION,GENERAL ACTION,01-Mar-01,2001,3,T,NO,No,No,Violent
ARMY MEN: RTS,2,1,0,1,ARMY MEN,,TAKE 2 INTERACTIVE ,GLOBAL STAR SOFTWARE,STRATEGY,REAL-TIME STRATEGY,01-Mar-02,2002,3,T,NO,No,No,Non violent
ARMY MEN: SARGE'S WAR,2,1,1,0,ARMY MEN,,TAKE 2 INTERACTIVE ,GLOBAL STAR SOFTWARE,ACTION,GENERAL ACTION,01-Jul-04,2004,7,T,NO,No,No,Violent
ARMY MEN:ELITE MISSNS,1,1,0,0,ARMY MEN,,THE 3DO COMPANY,WIDE GAMES,ACTION,GENERAL ACTION,01-Mar-03,2003,3,T,NO,No,No,Violent
ARX FATALIS,1,0,1,0,,,DREAMCATCHER INTERACTIVE,ARKANE STUDIOS,RPG,RPG,01-Dec-03,2003,12,M,NO,No,No,Non violent
ASTERIX & OBELIX:KICK,1,0,0,1,,ASTERIX,ATARI,ETRANGES LIBELLULES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-04,2004,9,E,NO,No,No,Violent
ASTRO BOY,1,0,0,1,,,SEGA OF AMERICA,SONIC TEAM,ACTION,PLATFORM/SCROLLING CHARACTER,01-Aug-04,2004,8,E,NO,No,No,Violent
ATARI ANTHOLOGY,2,0,1,1,,,ATARI,DIGITAL ECLIPSE SOFTWARE,ARCADE,CLASSIC ARCADE,01-Nov-04,2004,11,E,NO,No,No,Non violent
ATHENS 2004,1,0,0,1,,OLYMPICS,SONY ,EUROCOM DEVELOPMENTS,SPORTS,MULTIPLE/OTHER SPORTS,01-Jul-04,2004,7,E,NO,No,Yes,Non violent
ATV OFF ROAD FURY,1,0,0,1,ATV OFF ROAD FURY,,SONY ,RAINBOW STUDIOS,RACING,ACTION ORIENTED RACING,01-Feb-01,2001,2,E,NO,No,Yes,Non violent
ATV OFF ROAD FURY 2,1,0,0,1,ATV OFF ROAD FURY,,SONY ,RAINBOW STUDIOS,RACING,ACTION ORIENTED RACING,01-Nov-02,2002,11,E,YES,No,Yes,Non violent
ATV OFF ROAD FURY 3,1,0,0,1,ATV OFF ROAD FURY,,SONY ,CLIMAX GROUP,RACING,ACTION ORIENTED RACING,01-Nov-04,2004,11,E,YES,No,Yes,Non violent
ATV QUAD POWER RACE 2,3,1,1,1,ATV QUAD POWER,,ACCLAIM  ,CLIMAX GROUP,RACING,ACTION ORIENTED RACING,01-Jan-03,2003,1,E,NO,No,No,Non violent
AUTO MODELLISTA,3,1,1,1,,,CAPCOM USA,CAPCOM,RACING,ACTION ORIENTED RACING,01-Mar-03,2003,1,E,NO,No,No,Non violent
AZURIK: RISE PERATHIA,1,0,1,0,,,MICROSOFT ,ADRENIUM GAMES,ADVENTURE,GENERAL ADVENTURE,01-Nov-01,2001,11,T,NO,No,No,Non violent
BACKYARD BASEBALL,2,1,0,1,BACKYARD SPORTS,MAJOR LEAGUE BASEBALL (MLB),ATARI,HUMONGOUS ENTERTAINMENT,CHILDREN'S ,CHILDREN'S GAMES,01-Mar-03,2003,3,E,NO,No,No,Non violent
BACKYARD BASKETBALL,1,0,0,1,BACKYARD SPORTS,NATL BASKETBALL ASSOC,ATARI,SOLWORKS,CHILDREN'S ,CHILDREN'S GAMES,01-Oct-03,2003,10,E,NO,No,No,Non violent
BACKYARD FOOTBALL,1,1,0,0,BACKYARD SPORTS,NATL FOOTBALL LEAGUE,ATARI,LEFT FIELD PRODUCTIONS,CHILDREN'S ,CHILDREN'S GAMES,01-Oct-02,2002,10,E,NO,No,No,Non violent
BACKYARD WRESTLING,2,0,1,1,BACKYARD WRESTLING,,EIDOS INTERACTIVE ,PARADOX DEVELOPMENT,FIGHTING,WRESTLING,01-Oct-03,2003,10,M,NO,No,No,Violent
BACKYARD WRESTLING 2,2,0,1,1,BACKYARD WRESTLING,,EIDOS INTERACTIVE ,PARADOX DEVELOPMENT,FIGHTING,WRESTLING,01-Nov-04,2004,11,M,NO,No,No,Violent
BAD BOYS: MIAMI TAKEDOWN,3,1,1,1,,OTHER,CRAVE ,BLITZ GAMES,ACTION,GENERAL ACTION,01-Sep-04,2004,9,M,NO,No,No,Violent
BALDUR'S GATE: ALLIANCE,3,1,1,1,BALDUR'S GATE,,INTERPLAY PRODUCTIONS,HIGH VOLTAGE SOFTWARE,RPG,RPG,01-Dec-01,2001,10,T,NO,No,No,Non violent
BALDURS GATE: DARK ALLIANCE II,2,0,1,1,BALDUR'S GATE,,INTERPLAY PRODUCTIONS,SNOWBLIND STUDIOS,RPG,RPG,01-Jan-04,2004,1,T,NO,No,No,Non violent
BARBARIAN,1,0,0,1,,,TITUS INTERACTIVE,SAFFIRE,FIGHTING,FIGHT/HEAD TO HEAD,01-Jun-02,2002,6,T,NO,No,No,Violent
BARBIE HORSE ADVENTURES: WILD HO,2,0,1,1,BARBIE,BARBIE,VIVENDI UNIVERSAL ,BLITZ GAMES,CHILDREN'S ,CHILDREN'S GAMES,01-Nov-03,2003,11,E,NO,Vivendi,Yes,Non violent
BASS FISHING DUEL,1,0,0,1,BASS MASTER,,SEGA OF AMERICA,WOW ENTERTAINMENT,SPORTS,FISHING,01-Sep-02,2002,9,E,NO,No,No,Non violent
BASS STRIKE,1,0,0,1,,,THQ ,PAI,SPORTS,FISHING,01-Sep-01,2001,9,E,NO,No,Yes,Non violent
BATEN KAITOS: ETERNAL,1,1,0,0,,,NAMCO,MONOLITH PRODUCTION,RPG,RPG,01-Nov-04,2004,11,T,NO,No,No,Non violent
BATMAN DARK TOMORROW,2,1,1,0,BATMAN,BATMAN,KEMCO AMERICA,KEMCO,ACTION,GENERAL ACTION,01-Mar-03,2003,3,T,NO,No,No,Violent
BATMAN VENGEANCE,3,1,1,1,BATMAN,BATMAN,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,01-Oct-01,2001,10,T,NO,No,Yes,Violent
BATMAN: RISE OF SIN TZU,3,1,1,1,BATMAN,BATMAN,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,01-Oct-03,2003,10,T,NO,No,Yes,Violent
BATTLE ASSAULT 3,1,0,0,1,GUNDAM,GUNDAM,BANDAI ,NATSUME,FIGHTING,FIGHT/HEAD TO HEAD,01-Dec-04,2004,12,T,NO,No,No,Violent
BATTLE ENGINE AQUILA,2,0,1,1,,,ATARI,LOST TOYS,SHOOTER,1ST PERSON SHOOTER,01-Jan-03,2003,1,T,NO,No,No,Violent
BATTLESTAR GALACTICA,2,0,1,1,,BATTLESTAR GALACTICA,VIVENDI UNIVERSAL ,WARTHOG,FLIGHT,SPACE COMBAT SIMULATIONS,01-Nov-03,2003,11,T,NO,Vivendi,Yes,Non violent
BEACH SPIKERS,1,1,0,0,,,SEGA OF AMERICA,AM2,SPORTS,MULTIPLE/OTHER SPORTS,01-Aug-02,2002,8,E,NO,No,No,Non violent
BEYBLADE:SUPER TRNMNT,1,1,0,0,BEYBLADE,BEYBLADE,ATARI,INFOGRAMES,FIGHTING,FIGHT/HEAD TO HEAD,01-Sep-03,2003,9,E,NO,No,No,Violent
BEYOND GOOD & EVIL,3,1,1,1,,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,01-Nov-03,2003,11,T,NO,No,Yes,Violent
BICYCLE CASINO 2005,1,0,1,0,BICYCLE,,ACTIVISION,LEAPING LIZARD SOFTWARE,FAMILY ,CARD GAMES,01-Oct-04,2004,10,E,YES,No,No,Non violent
BIG AIR FREESTYLE,1,1,0,0,BIG AIR,,ATARI,PARADIGM ENTERTAINMENT,SPORTS,EXTREME SPORTS,01-Sep-02,2002,9,T,NO,No,No,Non violent
BIG MUTHA TRUCKERS,3,1,1,1,,,THQ ,EUTECHNYX,RACING,ACTION ORIENTED RACING,01-Jun-03,2003,6,T,NO,No,Yes,Non violent
BILLY HATCHER,1,1,0,0,,,SEGA OF AMERICA,SONIC TEAM,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-03,2003,9,E,NO,No,No,Violent
BIONICLE,3,1,1,1,BIONICLE,LEGO: BIONICLE,ELECTRONIC ARTS,ARGONAUT SOFTWARE,ACTION,GENERAL ACTION,01-Oct-03,2003,10,E,NO,No,Yes,Violent
BLACK & BRUISED,2,1,0,1,,,MAJESCO,DIGITAL FICTION,SPORTS,BOXING,01-Jan-03,2003,1,T,NO,No,No,Non violent
BLACK STONE: MAGIC,1,0,1,0,,,XICAT INTERACTIVE,IDEA FACTORY,ACTION,GENERAL ACTION,01-Mar-03,2003,3,T,NO,No,No,Violent
BLADE 2,2,0,1,1,BLADE,OTHER,ACTIVISION,MUCKY FOOT,ACTION,GENERAL ACTION,01-Sep-02,2002,9,M,NO,No,No,Violent
BLINX 2: MASTERS TIME,1,0,1,0,BLINX,,MICROSOFT ,ARTOON,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,E,NO,No,No,Violent
BLINX: TIME SWEEPER,1,0,1,0,,,MICROSOFT ,ARTOON,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-02,2002,10,E,NO,No,No,Violent
BLOOD OMEN 2,3,1,1,1,LEGACY OF KAIN,,EIDOS INTERACTIVE ,CRYSTAL DYNAMICS,ADVENTURE,GENERAL ADVENTURE,01-Mar-02,2002,3,M,NO,No,No,Non violent
BLOOD WAKE,1,0,1,0,,,MICROSOFT ,STORMFRONT STUDIOS,SHOOTER,MECHANIZED SHOOTER,01-Dec-01,2001,12,T,NO,No,No,Violent
BLOOD WILL TELL,1,0,0,1,,,SEGA OF AMERICA,WOW ENTERTAINMENT,ACTION,GENERAL ACTION,01-Sep-04,2004,9,M,NO,No,No,Violent
BLOODRAYNE,3,1,1,1,BLOODRAYNE,,MAJESCO,TERMINAL REALITY,ACTION,GENERAL ACTION,01-Oct-02,2002,10,M,NO,No,No,Violent
BLOODRAYNE 2,2,0,1,1,BLOODRAYNE,,MAJESCO,TERMINAL REALITY,ACTION,GENERAL ACTION,01-Oct-04,2004,10,M,NO,No,No,Violent
BLOODY ROAR 3,1,0,0,1,BLOODY ROAR,,ACTIVISION,EIGHTING COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,01-Jun-01,2001,6,T,NO,No,No,Violent
BLOODY ROAR 4,1,0,0,1,BLOODY ROAR,,KONAMI DIGITAL ENT.,HUDSON SOFT,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-03,2003,11,M,NO,No,No,Violent
BLOODY ROAR EXTREME,1,0,1,0,BLOODY ROAR,,KONAMI DIGITAL ENT.,EIGHTING COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,01-May-03,2003,5,T,NO,No,No,Violent
BLOODY ROAR: PRIMAL,1,1,0,0,BLOODY ROAR,,ACTIVISION,EIGHTING COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,01-Mar-02,2002,3,T,NO,No,No,Violent
BLOWOUT,3,1,1,1,,,MAJESCO,KAOSKONTROL,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-03,2003,3,T,NO,No,No,Violent
BMX XXX,3,1,1,1,,BMX,ACCLAIM  ,Z-AXIS,SPORTS,EXTREME SPORTS,01-Nov-02,2002,11,M,NO,No,No,Non violent
BOMBASTIC,1,0,0,1,,,CAPCOM USA,CAPCOM,FAMILY ,PUZZLE GAMES,01-Aug-03,2003,8,E,NO,No,No,Non violent
BOMBERMAN GENERATION,1,1,0,0,BOMBERMAN,,MAJESCO,HUDSON SOFT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jun-02,2002,6,E,NO,No,No,Violent
BOMBERMAN JETTERS,1,1,0,0,BOMBERMAN,,MAJESCO,HUDSON SOFT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Mar-04,2004,3,E,NO,No,No,Violent
BOND 007 EVERYTHING OR NOTHING,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,ELECTRONIC ARTS,ACTION,GENERAL ACTION,01-Feb-04,2004,2,T,NO,No,Yes,Violent
BOND 007: NIGHTFIRE,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,EUROCOM DEVELOPMENTS,SHOOTER,1ST PERSON SHOOTER,01-Nov-02,2002,11,T,NO,No,Yes,Violent
BOND: AGENT UNDER FIRE,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,ELECTRONIC ARTS,SHOOTER,1ST PERSON SHOOTER,01-Nov-01,2001,3,T,NO,No,Yes,Violent
BREAKDOWN,1,0,1,0,,,NAMCO,NAMCO,ACTION,GENERAL ACTION,01-Mar-04,2004,3,M,NO,No,No,Violent
BREATH OF FIRE:DRAGON,1,0,0,1,BREATH OF FIRE,,CAPCOM USA,CAPCOM,RPG,RPG,01-Feb-03,2003,2,T,NO,No,No,Non violent
BRITNEY'S DANCE BEAT,1,0,0,1,,BRITNEY SPEARS,THQ ,METRO,FAMILY ,MUSIC/DANCE GAMES,01-May-02,2002,5,E,NO,No,Yes,Non violent
BROKEN SWORD: THE SLEEPING DRAGO,1,0,1,0,BROKEN SWORD,,DREAMCATCHER INTERACTIVE,REVOLUTION SOFTWARE,ADVENTURE,GENERAL ADVENTURE,01-Dec-03,2003,12,T,NO,No,No,Non violent
BRUCE LEE: DRAGON,1,0,1,0,BRUCE LEE,OTHER,VIVENDI UNIVERSAL ,RONIN ENTERTAINMENT,ACTION,GENERAL ACTION,01-Jun-02,2002,6,T,NO,Vivendi,Yes,Violent
BRUTE FORCE,1,0,1,0,,,MICROSOFT ,DIGITAL ANVIL,SHOOTER,SQUAD BASED COMBAT,01-May-03,2003,5,M,NO,No,No,Violent
BUFFY VAMPIRE SLAYER,1,0,1,0,BUFFY THE VAMPIRE SLAYER,OTHER,ELECTRONIC ARTS,THE COLLECTIVE,ACTION,GENERAL ACTION,01-Aug-02,2002,8,T,NO,No,Yes,Violent
BUFFY: CHAOS BLEEDS,3,1,1,1,BUFFY THE VAMPIRE SLAYER,OTHER,VIVENDI UNIVERSAL ,EUROCOM DEVELOPMENTS,ACTION,GENERAL ACTION,01-Aug-03,2003,8,T,NO,Vivendi,Yes,Violent
BUJINGAI: FORSAKEN,1,0,0,1,,,BAM! ,RED ENTERTAINMENT,ACTION,GENERAL ACTION,01-Jul-04,2004,7,T,NO,No,No,Violent
BURNOUT,3,1,1,1,BURNOUT,,ACCLAIM  ,CRITERION STUDIOS,RACING,ACTION ORIENTED RACING,01-Oct-01,2001,4,E,NO,No,No,Non violent
BURNOUT 2: IMPACT,3,1,1,1,BURNOUT,,ACCLAIM  ,CRITERION STUDIOS,RACING,ACTION ORIENTED RACING,01-Sep-02,2002,4,E,NO,No,No,Non violent
BURNOUT 3: TAKEDOWN,2,0,1,1,BURNOUT,,ELECTRONIC ARTS,CRITERION STUDIOS,RACING,ACTION ORIENTED RACING,01-Sep-04,2004,9,T,YES,No,Yes,Non violent
BUST A MOVE 3000,1,1,0,0,BUST A MOVE,,UBISOFT,TAITO,FAMILY ,PUZZLE GAMES,01-Feb-03,2003,2,E,NO,No,Yes,Non violent
BUTT UGLY MARTNS:ZOOM,1,0,0,1,BUTT UGLY MARTIANS,BUTT UGLY MARTIANS,CRAVE ,RUNECRAFT,RACING,COMBAT ORIENTED RACING,01-Aug-03,2003,8,E,NO,No,No,Non violent
C.A.R.T. FURY,1,0,0,1,,,MIDWAY,GRATUITUS GAMES,RACING,SPORTS ORIENTED RACING,01-May-01,2001,5,E,NO,No,No,Non violent
CABELA'S BIG GAME HUNT,1,0,0,1,CABELA'S,,ACTIVISION,SAND GRAIN STUDIOS,SPORTS,HUNTING,01-Nov-02,2002,11,T,NO,No,No,Non violent
CABELA'S BIG GAME HUNTER 2005 AD,3,1,1,1,CABELA'S,,ACTIVISION,SAND GRAIN STUDIOS,SPORTS,HUNTING,01-Nov-04,2004,11,T,NO,No,No,Non violent
CABELA'S DANGEROUS HUNTS,2,0,1,1,CABELA'S,,ACTIVISION,SAND GRAIN STUDIOS,SPORTS,HUNTING,01-Nov-03,2003,11,T,NO,No,No,Non violent
CABELA'S DEER HUNT 2004,2,0,1,1,CABELA'S,,ACTIVISION,FUN LABS,SPORTS,HUNTING,01-Aug-03,2003,8,T,NO,No,No,Non violent
CABELA'S DEER HUNT 2005 SEASON,2,0,1,1,CABELA'S,,ACTIVISION,FUN LABS,SPORTS,HUNTING,01-Aug-04,2004,8,T,NO,No,No,Non violent
CALL OF DUTY: FINEST HOUR,3,1,1,1,CALL OF DUTY,,ACTIVISION,SPARK UNLIMITED,SHOOTER,1ST PERSON SHOOTER,01-Nov-04,2004,11,T,NO,No,No,Violent
CAPCOM FIGHTING EVO,1,0,0,1,,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-04,2004,11,T,NO,No,No,Violent
CAPCOM VS SNK 2: EO,2,1,1,0,CAPCOM VS SNK/SNK VS CAPCOM,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,01-Sep-02,2002,2,T,NO,No,No,Violent
CAPCOM VS SNK2:MLLNM,1,0,0,1,CAPCOM VS SNK/SNK VS CAPCOM,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-01,2001,11,T,NO,No,No,Violent
CARMEN SANDIEGO: THE SECRET OF T,3,1,1,1,CARMEN SANDIEGO,CARMEN SANDIEGO,BAM! ,ARTIFICIAL MIND AND MOVEMENT,ACTION,STEALTH ACTION,01-Sep-04,2004,9,E,NO,No,No,Violent
CARVE,1,0,1,0,,,TAKE 2 INTERACTIVE ,ARGONAUT SOFTWARE,RACING,ACTION ORIENTED RACING,01-Feb-04,2004,2,E,YES,No,No,Non violent
